Stn_Name,Tm,Tx,Tn,S,P,CDD,Year,Month,Fires_Ontario_Total
RAWSON LAKE,15.8,26.5,3.5,0.0,108.0,12.8,2011,June,129.0
SIOUX LOOKOUT A,15.9,28.0,1.5,0.0,64.0,21.9,2011,June,129.0
ARMSTRONG (AUT),12.9,28.1,-1.5,,21.2,0.0,2011,June,129.0
CAMERON FALLS (AUT),13.8,27.3,1.7,,47.1,2.2,2011,June,129.0
CARIBOU ISLAND (AUT),9.3,20.3,3.7,,52.4,0.0,2011,June,129.0
GERALDTON A,14.3,27.7,0.8,0.0,67.7,2.2,2011,June,129.0
FLINT,13.2,27.0,-3.0,0.0,87.7,0.0,2011,June,129.0
PUKASKWA (AUT),13.1,26.7,1.4,,42.0,3.0,2011,June,129.0
STURGEON RIVER,15.5,28.5,2.5,0.0,57.9,11.0,2011,June,129.0
THUNDER BAY AWOS,13.9,25.7,0.2,,89.5,0.0,2011,June,129.0
THUNDER BAY BURWOOD,14.0,26.0,1.5,0.0,58.9,1.5,2011,June,129.0
THUNDER BAY CS,13.6,25.2,0.3,,95.6,0.0,2011,June,129.0
UPSALA (AUT),13.6,26.7,-1.6,,92.6,2.2,2011,June,129.0
WELCOME ISLAND (AUT),12.9,21.8,6.0,,29.0,0.0,2011,June,129.0
LITTLE FLATLAND ISLAND (AUT),,,3.7,,30.2,,2011,June,129.0
ELLIOT LAKE A,16.8,28.5,6.0,0.0,78.4,13.8,2011,June,129.0
SAULT STE MARIE A,14.8,28.9,1.9,0.0,97.3,2.7,2011,June,129.0
WAWA A,13.9,27.5,0.8,0.0,122.4,1.4,2011,June,129.0
CHAPLEAU A,14.9,30.1,1.3,0.0,118.4,2.1,2011,June,129.0
MASSEY,16.1,30.5,1.5,0.0,76.5,7.2,2011,June,129.0
MONETVILLE,16.5,29.0,2.5,0.0,98.2,5.8,2011,June,129.0
SUDBURY A,16.4,29.6,4.8,0.0,103.4,14.9,2011,June,129.0
BONNER LAKE,15.1,30.0,-2.0,0.0,80.1,6.5,2011,June,129.0
CONNAUGHT,,,,0.0,66.2,,2011,June,129.0
EARLTON AWOS,15.6,29.2,1.3,,117.0,9.4,2011,June,129.0
EARLTON CLIMATE,15.7,29.0,1.2,,123.9,10.2,2011,June,129.0
KAPUSKASING A,14.9,29.8,0.0,0.0,89.2,9.5,2011,June,129.0
KAPUSKASING CDA ON,14.7,29.0,1.1,,39.2,5.7,2011,June,129.0
KIRKLAND LAKE CS,15.5,29.4,2.2,,96.3,11.0,2011,June,129.0
MOOSONEE,11.8,29.7,-3.1,,54.4,6.9,2011,June,129.0
MOOSONEE UA,12.0,31.0,-3.0,0.0,54.8,7.8,2011,June,129.0
MOOSONEE RCS,12.4,30.5,-2.8,,36.0,8.2,2011,June,129.0
NAGAGAMI (AUT),14.3,29.4,-1.1,,69.7,5.9,2011,June,129.0
TIMMINS CLIMATE,14.4,29.3,-1.2,,52.9,2.1,2011,June,129.0
TIMMINS VICTOR POWER A,14.9,29.4,0.5,,,5.1,2011,June,129.0
ALGONQUIN PARK EAST GATE,15.4,30.3,0.5,,94.2,8.9,2011,June,129.0
NORTH BAY A,16.6,28.7,4.8,0.0,90.2,22.2,2011,June,129.0
GORE BAY CLIMATE,15.8,27.0,4.0,,83.9,2.9,2011,June,129.0
GORE BAY  AWOS,15.9,27.2,4.0,,80.5,3.0,2011,June,129.0
GREAT DUCK ISLAND (AUT),13.6,22.8,4.7,,,0.0,2011,June,129.0
SANDFIELD,16.0,33.0,4.0,0.0,100.6,9.1,2011,June,129.0
APPLETON,19.4,32.5,6.5,0.0,140.2,52.1,2011,June,129.0
BROCKVILLE CLIMATE,18.5,29.2,6.8,,42.1,36.8,2011,June,129.0
BROCKVILLE PCC,19.3,28.0,8.5,0.0,73.0,50.2,2011,June,129.0
CHALK RIVER AECL,18.7,30.5,6.5,0.0,99.8,33.5,2011,June,129.0
CORNWALL,20.5,32.0,10.0,0.0,39.5,65.3,2011,June,129.0
DRUMMOND CENTRE,19.1,33.0,6.0,0.0,107.8,52.0,2011,June,129.0
GRENADIER ISLAND,17.2,26.2,7.4,,0.0,4.7,2011,June,129.0
HARTINGTON IHD,18.2,29.5,7.5,0.0,47.3,31.4,2011,June,129.0
KEMPTVILLE CS,18.9,30.9,4.5,,33.7,48.1,2011,June,129.0
KINGSTON CLIMATE,18.0,28.2,7.7,,60.0,24.9,2011,June,129.0
LYNDHURST SHAWMERE,19.2,30.0,6.5,0.0,70.8,36.6,2011,June,129.0
OMPAH-SEITZ,17.7,29.5,7.0,0.0,88.0,15.8,2011,June,129.0
OTTAWA CDA,19.8,33.3,8.0,0.0,77.9,67.0,2011,June,129.0
OTTAWA CDA RCS,19.4,33.0,8.7,,70.2,56.4,2011,June,129.0
OTTAWA MACDONALD-CARTIER INT'L  A,19.4,33.2,6.0,0.0,130.0,59.1,2011,June,129.0
PEMBROKE CLIMATE,17.5,30.8,5.7,,50.7,25.3,2011,June,129.0
PETAWAWA AWOS 2,17.2,30.7,5.2,,103.5,20.4,2011,June,129.0
RUSSELL,20.2,32.0,10.0,0.0,34.3,51.1,2011,June,129.0
PETAWAWA HOFFMAN,18.8,31.0,6.0,0.0,110.6,35.6,2011,June,129.0
BALACLAVA,,,,0.0,109.8,,2011,June,129.0
BALDWIN,18.0,32.0,6.5,0.0,83.2,31.9,2011,June,129.0
BEATRICE CLIMATE,15.6,28.4,0.7,,102.7,8.2,2011,June,129.0
CHATSWORTH,16.6,30.5,2.0,0.0,78.6,22.2,2011,June,129.0
COLDWATER WARMINSTER,17.7,30.5,6.0,0.0,103.2,30.5,2011,June,129.0
COLLINGWOOD,16.7,31.0,7.4,,44.0,20.7,2011,June,129.0
DUNCHURCH,16.2,28.0,2.0,0.0,67.0,4.5,2011,June,129.0
LAGOON CITY,17.4,28.7,7.0,,,19.7,2011,June,129.0
MARKDALE,16.9,29.5,2.0,0.0,66.4,15.7,2011,June,129.0
MIDLAND WATER POLLUTION CONTROL PLANT,18.3,30.0,6.0,0.0,65.1,30.7,2011,June,129.0
MUSKOKA,16.5,29.8,2.4,,89.2,13.4,2011,June,129.0
NIPISSING,,,,0.0,80.4,,2011,June,129.0
ORILLIA BRAIN,17.5,31.5,1.0,0.0,92.4,28.4,2011,June,129.0
PARRY SOUND CCG,17.0,29.3,6.5,,64.0,17.9,2011,June,129.0
PARRY SOUND HARBOUR,16.9,27.0,5.5,0.0,63.2,14.4,2011,June,129.0
PORT LAW,14.9,28.5,5.0,0.0,63.6,6.5,2011,June,129.0
PRICEVILLE,,,,0.0,67.6,,2011,June,129.0
RAVENSCLIFFE,17.0,30.5,2.0,0.0,67.0,22.7,2011,June,129.0
SHANTY BAY,17.7,31.5,6.5,0.0,57.8,33.4,2011,June,129.0
BARRIE-ORO,17.0,30.3,6.0,,77.6,17.0,2011,June,129.0
SPRUCEDALE,,,,0.0,74.6,,2011,June,129.0
THORNBURY 3,,,,0.0,80.5,,2011,June,129.0
UDORA,17.4,31.5,3.5,0.0,111.0,29.0,2011,June,129.0
WIARTON A,15.6,27.9,3.8,0.0,141.3,11.0,2011,June,129.0
BORDEN AWOS,16.7,31.9,0.6,,,24.0,2011,June,129.0
EGBERT CS,16.8,30.7,4.2,,39.4,21.1,2011,June,129.0
GODERICH,16.6,29.7,4.5,,89.3,25.3,2011,June,129.0
NAIRN,17.4,32.5,1.5,0.0,29.0,25.3,2011,June,129.0
KINCARDINE,16.7,30.0,4.5,0.0,57.6,25.8,2011,June,129.0
PETROLIA ROKEBY,19.2,35.0,3.5,0.0,102.2,58.6,2011,June,129.0
SARNIA,18.4,34.7,5.1,,170.4,45.6,2011,June,129.0
SARNIA CLIMATE,18.5,35.2,4.9,,103.2,48.2,2011,June,129.0
TOBERMORY RCS,14.0,25.4,2.0,,98.2,0.3,2011,June,129.0
WROXETER,,,,0.0,62.2,,2011,June,129.0
THEDFORD,18.3,34.0,4.0,0.0,69.1,42.7,2011,June,129.0
AMHERSTBURG,21.2,34.0,11.0,0.0,22.6,70.2,2011,June,129.0
CHATHAM WPCP,20.1,35.0,10.0,0.0,14.5,30.9,2011,June,129.0
DELHI CS,18.5,30.8,3.7,,58.5,41.6,2011,June,129.0
FORT ERIE,18.3,29.0,5.0,0.0,84.9,36.0,2011,June,129.0
GRIMSBY MOUNTAIN,19.7,34.0,7.1,0.0,58.1,67.5,2011,June,129.0
HARROW CDA AUTO,20.7,34.7,9.3,,72.5,88.4,2011,June,129.0
KINGSVILLE MOE,20.3,32.5,9.0,0.0,58.1,80.5,2011,June,129.0
LONG POINT (AUT),17.7,25.0,10.0,,,16.0,2011,June,129.0
NEW GLASGOW,18.9,31.5,5.0,0.0,105.0,50.9,2011,June,129.0
PORT COLBORNE,19.0,28.0,8.0,0.0,63.3,48.8,2011,June,129.0
PORT WELLER (AUT),18.7,29.2,11.1,,53.4,41.8,2011,June,129.0
RAINHAM CENTURY FARM,17.7,26.5,5.5,0.0,50.2,22.4,2011,June,129.0
RIDGETOWN RCS,18.8,33.8,5.0,,74.8,52.5,2011,June,129.0
ST THOMAS WPCP,20.6,28.0,10.0,0.0,17.0,25.8,2011,June,129.0
SOUTHEAST SHOAL (AUT),20.4,33.0,13.3,,,73.5,2011,June,129.0
TILLSONBURG NORTH,19.5,32.0,5.0,0.0,79.7,64.2,2011,June,129.0
TILLSONBURG MOE,,,,0.0,70.0,,2011,June,129.0
VINELAND,20.2,32.0,11.0,0.0,59.0,76.9,2011,June,129.0
VINELAND STATION RCS,18.9,32.6,8.1,,57.8,51.4,2011,June,129.0
WATERFORD,,,,0.0,59.8,,2011,June,129.0
WELLAND,19.3,28.5,9.0,0.0,46.6,20.6,2011,June,129.0
WELLAND-PELHAM,18.6,29.6,6.4,,56.7,40.2,2011,June,129.0
WINDSOR RIVERSIDE,21.6,36.5,9.0,0.0,60.5,115.9,2011,June,129.0
WINDSOR A,21.2,35.6,10.5,0.0,83.4,104.8,2011,June,129.0
ERIEAU (AUT),18.2,26.3,10.0,,,19.7,2011,June,129.0
POINT PELEE CS,19.4,30.6,6.1,,,61.9,2011,June,129.0
BRANTFORD MOE,18.7,31.0,6.0,0.0,35.2,39.5,2011,June,129.0
DORCHESTER,,,,0.0,78.8,,2011,June,129.0
ELORA RCS,16.5,30.0,3.2,,87.0,12.2,2011,June,129.0
FERGUS SHAND DAM,17.4,30.5,6.5,0.0,112.0,23.5,2011,June,129.0
FERGUS MOE,17.1,30.5,4.0,0.0,142.4,21.2,2011,June,129.0
FOLDENS,18.6,30.0,5.5,0.0,75.2,43.7,2011,June,129.0
GLEN ALLAN,17.5,32.0,6.5,0.0,57.0,20.7,2011,June,129.0
GUELPH TURFGRASS,16.7,31.5,3.1,,,16.1,2011,June,129.0
JAMESTOWN,,,,0.0,64.8,,2011,June,129.0
KITCHENER/WATERLOO,17.1,31.1,4.4,,66.0,21.6,2011,June,129.0
LONDON CS,18.4,32.7,5.2,,62.5,39.6,2011,June,129.0
MOUNT FOREST (AUT),16.4,29.7,3.3,,79.5,16.4,2011,June,129.0
ROSEVILLE,18.3,33.0,5.0,0.0,55.4,38.9,2011,June,129.0
SCOTLAND,18.8,29.0,4.0,0.0,58.6,27.9,2011,June,129.0
STRATFORD MOE,18.2,33.0,4.0,0.0,99.1,31.1,2011,June,129.0
STRATHROY-MULLIFARRY,19.1,33.0,5.5,0.0,98.6,58.4,2011,June,129.0
WOODSTOCK,18.3,33.0,6.0,0.0,51.2,13.9,2011,June,129.0
BELLEVILLE,19.4,29.5,-12.0,0.0,81.8,63.5,2011,June,129.0
BLACKSTOCK,18.0,30.5,6.0,0.0,76.0,35.9,2011,June,129.0
BLOOMFIELD,,,,0.0,58.6,,2011,June,129.0
BURLINGTON PIERS (AUT),18.7,32.1,10.8,,,42.0,2011,June,129.0
CENTREVILLE,19.0,30.5,8.5,0.0,67.4,43.6,2011,June,129.0
COBOURG (AUT),16.4,26.6,8.0,,47.7,14.7,2011,June,129.0
COBOURG STP,18.0,28.0,8.0,0.0,29.1,13.5,2011,June,129.0
GEORGETOWN WWTP,18.3,29.5,5.0,0.0,44.3,20.7,2011,June,129.0
HAMILTON A,18.5,31.1,5.2,0.0,50.2,40.0,2011,June,129.0
HAMILTON RBG CS,18.4,33.0,6.0,,78.9,39.3,2011,June,129.0
KALADAR,18.7,32.0,6.5,0.0,50.8,41.9,2011,June,129.0
OAKVILLE TWN,19.4,33.0,8.8,0.0,43.9,56.9,2011,June,129.0
ORANGEVILLE MOE,16.3,31.0,1.5,0.0,46.8,13.3,2011,June,129.0
OSHAWA,18.0,29.5,7.2,,17.5,26.8,2011,June,129.0
OSHAWA WPCP,18.3,29.5,9.0,0.0,58.9,36.9,2011,June,129.0
POINT PETRE (AUT),16.3,24.6,8.4,,39.4,11.5,2011,June,129.0
RICHMOND HILL,19.3,33.5,7.5,0.0,125.8,56.1,2011,June,129.0
STIRLING,,,,0.0,60.8,,2011,June,129.0
TORONTO CITY,19.8,34.2,10.4,,52.8,66.1,2011,June,129.0
TORONTO CITY CENTRE,18.2,27.0,9.8,,65.0,28.9,2011,June,129.0
TORONTO LESTER B. PEARSON INT'L A,19.1,33.4,8.9,0.0,59.0,52.2,2011,June,129.0
TORONTO EAST YORK DUSTAN,20.1,34.5,9.5,0.0,64.4,75.5,2011,June,129.0
TRENTON A,18.8,30.5,8.6,0.0,80.0,42.5,2011,June,129.0
WOOLER,19.3,30.5,6.0,0.0,58.4,56.2,2011,June,129.0
MOUNTAINVIEW,19.1,29.0,7.5,0.0,79.4,45.7,2011,June,129.0
TORONTO BUTTONVILLE A,18.8,33.7,7.5,0.0,96.2,42.8,2011,June,129.0
TORONTO NORTH YORK,19.1,33.5,5.0,0.0,78.0,54.8,2011,June,129.0
COE HILL,18.1,30.0,6.5,0.0,109.0,25.6,2011,June,129.0
HALIBURTON 3,16.8,29.5,2.5,0.0,93.0,21.0,2011,June,129.0
MINDEN,17.1,31.0,2.5,0.0,100.6,14.3,2011,June,129.0
PETERBOROUGH,17.6,30.6,5.8,,63.6,19.6,2011,June,129.0
PETERBOROUGH TRENT U,17.3,29.0,7.0,0.0,53.3,11.1,2011,June,129.0
PETERBOROUGH TRENT U,17.8,32.2,5.5,,53.8,24.8,2011,June,129.0
SONYA SUNDANCE MEADOWS,,,,0.0,52.4,,2011,June,129.0
TAPLEY,,,,0.0,75.9,,2011,June,129.0
BANCROFT AUTO,16.4,30.5,1.7,,113.6,15.1,2011,June,129.0
BIG TROUT LAKE READAC,16.9,32.6,2.5,,76.0,50.4,2005,July,602.0
EAR FALLS (AUT),18.7,34.0,5.4,,85.6,67.9,2005,July,602.0
LANSDOWNE HOUSE (AUT),17.9,35.8,2.0,,115.2,61.8,2005,July,602.0
PEAWANUCK (AUT),16.0,36.6,0.0,,76.8,48.5,2005,July,602.0
PICKLE LAKE (AUT),18.8,35.2,3.5,,0.0,78.1,2005,July,602.0
PICKLE LAKE A,19.0,35.5,3.5,0.0,101.4,78.8,2005,July,602.0
RED LAKE A,18.4,34.1,4.6,0.0,92.0,61.9,2005,July,602.0
BARWICK,20.5,34.0,4.5,0.0,99.4,96.5,2005,July,602.0
ATIKOKAN (AUT),19.2,33.9,4.3,,137.9,71.0,2005,July,602.0
FORT FRANCES A,20.1,33.5,4.0,0.0,104.7,89.5,2005,July,602.0
MINE CENTRE,19.8,35.0,2.5,0.0,94.2,82.3,2005,July,602.0
DRYDEN 'A' (AUT),19.7,34.4,6.7,,49.5,85.7,2005,July,602.0
KENORA A,20.4,34.3,9.1,0.0,95.3,97.3,2005,July,602.0
SIOUX LOOKOUT A,19.7,35.8,6.5,0.0,91.2,86.6,2005,July,602.0
ARMSTRONG (AUT),17.6,33.7,0.1,,,53.5,2005,July,602.0
CAMERON FALLS (AUT),18.1,32.8,4.7,,45.0,48.0,2005,July,602.0
GERALDTON A,18.4,33.3,2.9,0.0,46.2,63.3,2005,July,602.0
PUKASKWA (AUT),16.3,27.6,5.1,,17.6,16.9,2005,July,602.0
TERRACE BAY A,16.1,28.2,1.2,0.0,15.4,19.8,2005,July,602.0
TERRACE BAY(AUT),15.7,27.9,1.3,,17.4,18.4,2005,July,602.0
THUNDER BAY AWOS,18.2,32.7,3.7,,56.5,53.0,2005,July,602.0
THUNDER BAY CS,18.2,32.7,3.8,,55.8,52.0,2005,July,602.0
UPSALA (AUT),18.0,32.4,1.6,,108.0,58.4,2005,July,602.0
WELCOME ISLAND (AUT),18.5,30.4,9.6,,,45.6,2005,July,602.0
KATATOTA ISLAND (AUT),17.4,27.2,9.9,,25.6,11.0,2005,July,602.0
ELLIOT LAKE A,20.0,33.1,8.0,0.0,107.8,85.2,2005,July,602.0
SAULT STE MARIE A,19.4,34.3,4.4,,50.2,78.8,2005,July,602.0
WAWA (AUT),16.9,30.0,3.7,,0.0,27.6,2005,July,602.0
WAWA A,17.1,30.1,3.8,0.0,13.6,29.3,2005,July,602.0
KILLARNEY (AUT),20.3,32.1,11.3,,70.8,83.9,2005,July,602.0
CHAPLEAU A,18.7,34.6,4.8,0.0,51.0,59.3,2005,July,602.0
MASSEY,20.6,37.0,4.5,0.0,105.0,95.6,2005,July,602.0
SUDBURY A,20.6,34.6,6.7,0.0,61.0,94.3,2005,July,602.0
EARLTON AWOS,18.8,35.0,5.3,,53.0,65.6,2005,July,602.0
KAPUSKASING A,19.5,36.3,0.9,0.0,42.9,83.5,2005,July,602.0
KAPUSKASING CDA ON,18.6,35.1,0.1,,36.2,70.3,2005,July,602.0
KIRKLAND LAKE CS,19.2,36.0,6.2,,64.4,76.7,2005,July,602.0
MOOSONEE A,17.8,36.2,-1.4,,72.0,67.7,2005,July,602.0
MOOSONEE RCS,18.0,36.8,-0.8,,74.2,70.6,2005,July,602.0
NAGAGAMI (AUT),18.2,35.3,1.0,,52.5,61.6,2005,July,602.0
TIMMINS VICTOR POWER A,18.8,36.1,2.9,0.0,48.2,72.9,2005,July,602.0
ALGONQUIN PARK EAST GATE,18.6,36.0,3.5,,44.8,56.4,2005,July,602.0
CRYSTAL FALLS,,,,0.0,57.0,,2005,July,602.0
NORTH BAY A,20.9,35.3,6.1,0.0,42.4,103.0,2005,July,602.0
GORE BAY A,20.7,33.6,8.6,,90.5,93.5,2005,July,602.0
GORE BAY  AWOS,20.7,33.6,8.6,,90.5,93.5,2005,July,602.0
GREAT DUCK ISLAND (AUT),19.4,27.5,4.6,,0.0,64.9,2005,July,602.0
SANDFIELD,20.1,34.0,4.5,0.0,122.6,83.6,2005,July,602.0
ALEXANDRIA,20.8,33.2,6.3,,43.0,95.2,2005,July,602.0
ALFRED,20.3,32.7,5.9,,103.4,85.1,2005,July,602.0
APPLETON,21.9,33.5,7.0,0.0,54.6,123.0,2005,July,602.0
BROCKVILLE PCC,23.0,34.0,12.0,0.0,178.2,155.2,2005,July,602.0
CHALK RIVER AECL,21.9,36.0,8.5,0.0,98.5,124.5,2005,July,602.0
CORNWALL,23.1,34.0,12.0,0.0,72.8,156.6,2005,July,602.0
CORNWALL,21.8,32.9,9.2,,51.0,121.7,2005,July,602.0
EGANVILLE 2,22.3,35.5,9.0,0.0,72.4,134.1,2005,July,602.0
DRUMMOND CENTRE,21.8,34.0,7.5,0.0,71.4,121.7,2005,July,602.0
GRENADIER ISLAND,22.7,31.7,12.0,,103.2,145.1,2005,July,602.0
HARTINGTON IHD,22.5,36.0,8.5,0.0,57.8,141.7,2005,July,602.0
KEMPTVILLE CS,21.7,33.0,8.6,,126.6,120.7,2005,July,602.0
KINGSTON PUMPING STATION,23.6,35.0,11.0,0.0,60.3,174.4,2005,July,602.0
MOOSE CREEK WELLS,19.9,32.1,4.5,,43.4,80.1,2005,July,602.0
NORTH GOWER,22.8,32.5,11.5,0.0,42.8,115.0,2005,July,602.0
OTTAWA CDA RCS,21.9,33.1,8.1,,84.2,126.8,2005,July,602.0
OTTAWA MACDONALD-CARTIER INT'L  A,22.1,33.4,9.8,0.0,106.2,128.6,2005,July,602.0
PETAWAWA A,20.4,36.4,4.2,,43.0,90.5,2005,July,602.0
RUSSELL,21.9,31.5,8.0,0.0,83.2,122.4,2005,July,602.0
WINCHESTER,20.8,32.4,6.7,,107.6,97.0,2005,July,602.0
PETAWAWA HOFFMAN,22.0,36.5,7.0,0.0,42.8,127.1,2005,July,602.0
BALDWIN,21.5,33.5,7.0,0.0,124.4,114.2,2005,July,602.0
BARRIE WPCC,22.9,34.0,10.0,0.0,60.2,153.8,2005,July,602.0
BEAUSOLEIL,22.2,33.6,9.5,,53.0,134.2,2005,July,602.0
COLDWATER WARMINSTER,22.1,33.0,9.0,0.0,33.8,129.8,2005,July,602.0
COLLINGWOOD,22.2,33.7,12.0,,48.6,132.5,2005,July,602.0
LAGOON CITY,21.8,34.1,10.6,,48.0,122.8,2005,July,602.0
MARKDALE,20.5,33.5,6.5,0.0,81.1,93.6,2005,July,602.0
MIDLAND WATER POLLUTION CONTROL PLANT,23.0,33.0,11.0,0.0,41.8,157.0,2005,July,602.0
MUSKOKA AWOS,20.4,34.4,5.2,,73.0,87.8,2005,July,602.0
ORILLIA BRAIN,22.9,34.5,10.0,0.0,87.6,152.7,2005,July,602.0
OWEN SOUND MOE,21.7,33.0,9.5,0.0,67.1,120.3,2005,July,602.0
PARRY SOUND CCG,21.8,32.0,9.5,,33.2,120.9,2005,July,602.0
PARRY SOUND HARBOUR,22.0,32.5,8.0,0.0,44.6,126.8,2005,July,602.0
POWASSAN,20.2,35.0,5.0,0.0,92.2,83.6,2005,July,602.0
SHANTY BAY,21.6,33.5,8.0,0.0,50.4,115.7,2005,July,602.0
BARRIE-ORO,20.3,32.8,6.7,,64.2,87.3,2005,July,602.0
SPRUCEDALE,,,,0.0,56.0,,2005,July,602.0
TROUT CREEK,,,,0.0,64.2,,2005,July,602.0
UDORA,22.1,34.5,8.0,0.0,41.4,130.4,2005,July,602.0
WIARTON A,20.1,33.2,6.1,0.0,72.0,83.5,2005,July,602.0
WILDER LAKE,20.5,35.0,5.0,0.0,102.2,92.1,2005,July,602.0
BORDEN AWOS,21.0,36.0,5.6,,,106.1,2005,July,602.0
EGBERT CS,21.3,34.1,8.1,,73.8,110.4,2005,July,602.0
EGBERT CARE,21.7,34.0,8.0,0.0,80.9,120.2,2005,July,602.0
CYPRUS LAKE CS,20.0,34.4,4.9,,109.8,83.1,2005,July,602.0
COVE ISLAND (AUT),19.8,25.2,13.1,,0.0,61.7,2005,July,602.0
EXETER,22.5,34.0,9.5,0.0,151.8,143.3,2005,July,602.0
GODERICH,20.2,31.4,8.1,,103.2,83.4,2005,July,602.0
KINCARDINE,21.6,32.0,8.5,0.0,69.2,117.1,2005,July,602.0
SARNIA AIRPORT,21.8,32.1,9.8,0.0,79.6,116.3,2005,July,602.0
SOUTHAMPTON 2,21.1,33.0,7.5,0.0,64.8,102.4,2005,July,602.0
THEDFORD,22.2,33.5,8.5,0.0,98.0,133.3,2005,July,602.0
AMHERSTBURG,24.5,34.5,13.0,0.0,93.4,200.4,2005,July,602.0
CHATHAM WPCP,23.8,33.0,11.0,0.0,67.6,181.4,2005,July,602.0
DELHI CS,22.1,34.4,8.9,,158.0,129.8,2005,July,602.0
FORT ERIE,23.3,34.5,9.0,0.0,78.7,166.1,2005,July,602.0
HARROW CDA AUTO,23.4,33.2,11.1,,81.8,169.0,2005,July,602.0
KINGSVILLE MOE,24.3,34.0,14.0,0.0,78.5,195.6,2005,July,602.0
NIAGARA FALLS NPCSH,23.1,36.5,11.0,0.0,80.5,159.5,2005,July,602.0
PORT COLBORNE,24.0,35.0,11.0,0.0,26.1,186.6,2005,July,602.0
PORT WELLER (AUT),23.9,33.6,15.9,,71.0,183.5,2005,July,602.0
RIDGETOWN RCS,22.4,33.4,8.2,,64.0,141.5,2005,July,602.0
ST THOMAS WPCP,22.7,32.5,10.0,0.0,153.2,148.5,2005,July,602.0
SOUTHEAST SHOAL (AUT),24.5,31.0,16.1,,,143.5,2005,July,602.0
VINELAND STATION RCS,23.5,34.2,11.3,,86.4,171.0,2005,July,602.0
WINDSOR RIVERSIDE,24.6,34.0,13.5,0.0,75.7,203.8,2005,July,602.0
WINDSOR A,24.3,33.8,13.5,0.0,101.0,194.7,2005,July,602.0
ERIEAU (AUT),22.9,32.7,14.4,,51.8,152.4,2005,July,602.0
POINT PELEE CS,22.2,31.2,12.2,,85.0,131.9,2005,July,602.0
DORCHESTER,,,,0.0,63.8,,2005,July,602.0
ELORA RCS,20.4,33.6,7.1,,51.0,86.2,2005,July,602.0
FERGUS SHAND DAM,21.7,34.0,10.0,0.0,74.6,116.2,2005,July,602.0
FOLDENS,22.9,33.5,9.0,0.0,50.6,154.9,2005,July,602.0
LONDON CS,22.4,33.1,10.3,,78.4,137.5,2005,July,602.0
MOUNT FOREST (AUT),20.3,32.9,6.4,,78.4,85.3,2005,July,602.0
ROSEVILLE,22.1,34.0,7.0,0.0,179.2,128.9,2005,July,602.0
SALEM,21.3,35.0,7.0,0.0,124.4,106.7,2005,July,602.0
STRATFORD MOE,22.5,35.0,9.0,0.0,104.8,140.7,2005,July,602.0
STRATHROY-MULLIFARRY,22.7,34.0,10.0,0.0,63.4,145.5,2005,July,602.0
REGION OF WATERLOO INT'L AIRPORT,21.2,35.2,6.9,,184.5,105.4,2005,July,602.0
WOODSTOCK,22.4,35.0,8.5,0.0,139.8,138.8,2005,July,602.0
ALBERTON,22.8,35.0,9.0,0.0,129.6,151.0,2005,July,602.0
AURORA NE,,,,0.0,40.6,,2005,July,602.0
BELLEVILLE,24.0,34.5,12.5,0.0,85.4,185.9,2005,July,602.0
BLACKSTOCK,21.9,34.5,8.0,0.0,48.2,126.7,2005,July,602.0
BURLINGTON PIERS (AUT),23.5,32.3,13.8,,,170.8,2005,July,602.0
COBOURG (AUT),21.6,34.0,10.1,,22.6,116.8,2005,July,602.0
GEORGETOWN WWTP,22.2,36.0,7.0,0.0,48.1,133.8,2005,July,602.0
HAMILTON A,22.6,34.9,9.9,0.0,86.2,144.7,2005,July,602.0
HAMILTON RBG CS,22.6,35.1,9.0,,113.4,145.6,2005,July,602.0
JANETVILLE,21.6,34.5,7.5,0.0,107.8,118.8,2005,July,602.0
KALADAR,22.4,36.0,8.5,0.0,60.2,139.9,2005,July,602.0
MADOC,22.2,35.5,8.0,0.0,60.8,132.2,2005,July,602.0
MARSH HILL,22.5,35.0,9.5,0.0,65.3,139.3,2005,July,602.0
ORANGEVILLE MOE,20.9,33.0,6.0,0.0,141.7,98.5,2005,July,602.0
OSHAWA WPCP,22.9,36.0,10.0,0.0,34.4,153.0,2005,July,602.0
OAKVILLE GERARD,24.1,35.0,11.0,0.0,79.8,189.6,2005,July,602.0
POINT PETRE (AUT),,,11.5,,87.0,,2005,July,602.0
PORT PERRY NONQUON,21.1,33.0,6.0,0.0,58.6,104.1,2005,July,602.0
SANDHILL,,,,0.0,79.4,,2005,July,602.0
STIRLING,,,,0.0,97.7,,2005,July,602.0
TORONTO CITY,24.3,34.4,13.9,,44.4,196.3,2005,July,602.0
TORONTO BURNHAMTHORPE,,,,0.0,28.4,,2005,July,602.0
TORONTO ISLAND A,22.9,34.0,12.8,,44.5,153.9,2005,July,602.0
TORONTO LESTER B. PEARSON INT'L A,24.1,35.5,12.4,0.0,20.4,188.7,2005,July,602.0
TRENTON A,22.9,34.5,9.7,0.0,50.2,152.7,2005,July,602.0
MOUNTAINVIEW,23.2,35.5,9.0,0.0,73.0,162.5,2005,July,602.0
TORONTO BUTTONVILLE A,23.4,36.1,10.1,0.0,31.5,167.2,2005,July,602.0
TORONTO NORTH YORK,23.5,34.5,9.0,0.0,69.3,170.5,2005,July,602.0
HALIBURTON 3,20.7,36.5,5.0,0.0,51.3,100.1,2005,July,602.0
