Stn_Name,Tm,Tx,Tn,S,P,CDD,Year,Month
PETERBOROUGH A,20.1,36.2,5.7,0.0,53.2,76.2,2001,August
PETERBOROUGH TRENT U,21.1,34.0,7.0,0.0,48.4,77.2,2001,August
SONYA SUNDANCE MEADOWS,,,,0.0,43.6,,2001,August
BANCROFT AUTO,18.4,34.0,2.3,,70.2,49.6,2001,August
WARSAW,,,,0.0,97.4,,2001,August
ATTAWAPISKAT A,14.6,29.2,2.8,,74.2,11.5,2015,August
BIG TROUT LAKE A,14.4,27.6,1.7,,72.8,12.6,2015,August
BIG TROUT LAKE,14.4,27.9,0.8,,68.9,11.4,2015,August
EAR FALLS (AUT),17.1,31.1,4.6,,149.3,33.5,2015,August
FORT SEVERN A,10.3,26.6,1.7,,124.6,2.2,2015,August
LANSDOWNE HOUSE (AUT),15.9,29.1,4.2,,130.1,20.9,2015,August
MUSKRAT DAM,15.6,29.0,2.1,,43.6,9.5,2015,August
PEAWANUCK (AUT),10.9,28.4,0.8,,138.8,2.3,2015,August
PICKLE LAKE (AUT),16.7,30.1,6.1,,111.0,35.3,2015,August
PICKLE LAKE A,16.9,30.2,5.8,,,39.2,2015,August
RED LAKE A,17.1,31.5,2.6,,,34.2,2015,August
SANDY LAKE A,17.2,29.6,7.9,,20.1,14.1,2015,August
BARWICK,17.3,32.0,2.5,0.0,57.3,36.6,2015,August
ATIKOKAN (AUT),16.8,31.6,3.0,,34.1,32.1,2015,August
FORT FRANCES RCS,17.4,31.7,1.4,,58.9,43.5,2015,August
MINE CENTRE SOUTHWEST,17.0,32.0,2.5,0.0,257.2,30.6,2015,August
DRYDEN REGIONAL,17.8,31.6,5.6,,56.1,46.0,2015,August
KENORA RCS,18.1,32.8,7.1,,99.3,49.4,2015,August
KENORA A,18.1,32.1,6.8,0.0,103.8,48.5,2015,August
SIOUX LOOKOUT A,16.8,31.1,1.6,0.0,54.5,38.6,2015,August
ARMSTRONG (AUT),16.2,31.3,4.2,,90.4,24.1,2015,August
CAMERON FALLS (AUT),16.7,31.0,6.3,,115.4,20.5,2015,August
CARIBOU ISLAND (AUT),14.1,21.2,8.3,,,0.0,2015,August
GERALDTON A,16.6,30.6,4.7,0.0,91.7,23.6,2015,August
PUKASKWA (AUT),15.1,23.0,7.4,,58.9,1.9,2015,August
THUNDER BAY,17.5,31.9,4.7,,118.2,34.0,2015,August
THUNDER BAY BURWOOD,18.4,32.0,5.0,0.0,73.0,39.0,2015,August
THUNDER BAY CS,17.5,31.6,3.5,,122.1,35.4,2015,August
UPSALA (AUT),16.2,30.8,3.0,,101.7,28.2,2015,August
WELCOME ISLAND (AUT),16.7,28.8,9.2,,,20.8,2015,August
LITTLE FLATLAND ISLAND (AUT),17.4,27.8,10.1,,127.1,23.4,2015,August
LAKE SUPERIOR PROVINCIAL PARK,15.9,28.4,4.7,,82.0,14.4,2015,August
SAULT STE MARIE A,17.9,31.0,7.1,0.0,60.7,35.6,2015,August
WAWA A,15.7,25.8,5.2,,,10.2,2015,August
KILLARNEY (AUT),18.3,27.2,11.4,,,26.8,2015,August
CHAPLEAU A,17.2,29.6,6.5,,,24.7,2015,August
MASSEY,18.8,30.5,5.5,0.0,91.2,45.3,2015,August
MONETVILLE 2,18.9,31.0,7.4,0.0,77.8,47.2,2015,August
SUDBURY CLIMATE,18.0,30.5,5.9,,75.3,37.3,2015,August
SUDBURY A,18.1,30.5,6.4,0.0,67.2,39.8,2015,August
BONNER LAKE,17.3,31.0,6.5,0.0,61.2,24.0,2015,August
EARLTON A,17.7,30.5,7.1,,77.8,24.9,2015,August
EARLTON CLIMATE,17.7,30.8,7.1,,82.0,25.5,2015,August
KAPUSKASING A,17.1,30.6,5.5,0.0,97.0,27.7,2015,August
KAPUSKASING CDA ON,17.0,29.8,5.2,,82.5,24.8,2015,August
KIRKLAND LAKE CS,17.8,29.8,8.7,,145.2,29.9,2015,August
MOOSONEE,16.0,31.8,5.6,,,11.2,2015,August
MOOSONEE UA,17.1,32.0,6.0,0.0,119.4,29.1,2015,August
MOOSONEE RCS,17.1,32.0,6.4,,111.8,28.1,2015,August
NAGAGAMI (AUT),16.4,29.7,3.1,,101.8,26.7,2015,August
OGOKI POST A,14.2,23.1,9.7,,11.0,0.0,2015,August
TIMMINS CLIMATE,17.0,31.1,6.0,,82.1,22.4,2015,August
TIMMINS A,17.1,31.4,5.9,,,23.2,2015,August
ALGONQUIN PARK EAST GATE,17.4,30.1,6.2,,60.5,28.8,2015,August
NORTH BAY A,18.6,29.4,7.4,,92.3,44.9,2015,August
GORE BAY CLIMATE,19.0,28.7,9.9,,89.0,47.6,2015,August
GREAT DUCK ISLAND (AUT),18.2,26.2,11.1,,,29.3,2015,August
SANDFIELD,18.7,28.0,9.0,0.0,119.5,42.3,2015,August
APPLETON,19.7,31.5,8.0,0.0,105.6,62.7,2015,August
BROCKVILLE CLIMATE,19.3,30.6,9.0,,65.1,52.9,2015,August
BROCKVILLE PCC,20.7,31.0,11.5,0.0,134.5,84.5,2015,August
CHALK RIVER AECL,19.9,33.0,9.0,0.0,109.0,44.4,2015,August
CORNWALL,21.1,32.5,11.0,0.0,89.0,97.2,2015,August
DRUMMOND CENTRE,19.4,31.0,8.5,0.0,98.0,55.8,2015,August
HARTINGTON IHD,19.9,30.0,10.0,0.0,89.4,66.3,2015,August
KEMPTVILLE CS,19.8,31.3,9.4,,93.6,64.0,2015,August
KINGSTON CLIMATE,19.9,28.1,10.1,,49.6,64.7,2015,August
OMPAH-SEITZ,19.1,30.5,8.5,0.0,106.4,43.1,2015,August
OTTAWA CDA,20.3,31.8,8.1,0.0,76.5,77.0,2015,August
OTTAWA CDA RCS,20.1,31.7,8.5,,72.7,71.2,2015,August
OTTAWA INTL A,20.0,31.5,8.9,0.0,100.0,67.4,2015,August
PEMBROKE CLIMATE,18.0,29.4,5.3,,69.6,19.2,2015,August
PETAWAWA AWOS 2,18.8,31.4,6.4,,91.0,38.6,2015,August
ST. ALBERT,20.1,31.0,7.0,0.0,87.9,74.7,2015,August
PETAWAWA HOFFMAN,19.7,33.0,8.5,0.0,85.8,61.0,2015,August
BALACLAVA,,,,0.0,116.2,,2015,August
BALDWIN,18.8,31.5,6.5,0.0,57.2,47.6,2015,August
BARRIE LANDFILL,19.2,32.0,10.5,0.0,115.4,29.5,2015,August
BEATRICE CLIMATE,17.1,28.7,6.5,,110.7,22.5,2015,August
COLDWATER WARMINSTER,19.4,31.5,11.0,0.0,95.4,56.5,2015,August
COLLINGWOOD,19.7,31.7,11.1,,38.4,65.6,2015,August
LAGOON CITY,19.3,27.6,11.3,,,49.8,2015,August
MARKDALE,18.2,29.5,7.0,0.0,139.4,35.4,2015,August
MIDLAND WATER POLLUTION CONTROL PLANT,18.8,27.0,12.0,0.0,30.2,20.4,2015,August
MUSKOKA,18.2,30.7,7.6,,122.4,33.3,2015,August
NIPISSING,,,,0.0,49.0,,2015,August
ORILLIA BRAIN,19.5,31.5,10.5,0.0,108.6,54.3,2015,August
PARRY SOUND CCG,19.5,29.7,9.4,,44.0,58.9,2015,August
RAVENSCLIFFE,19.2,31.0,8.5,0.0,87.2,53.5,2015,August
SHANTY BAY,19.4,32.0,9.5,0.0,106.4,57.7,2015,August
BARRIE-ORO,18.0,30.6,7.6,,36.0,34.1,2015,August
SPRUCEDALE,,,,0.0,92.2,,2015,August
THORNBURY 3,,,,0.0,123.9,,2015,August
UDORA,19.1,32.0,8.0,0.0,54.2,52.3,2015,August
WIARTON A,18.7,30.0,9.1,0.0,155.8,42.5,2015,August
WESTERN ISLAND (AUT),19.4,26.3,13.0,,,56.5,2015,August
BORDEN AWOS,18.6,32.5,5.7,,84.5,48.6,2015,August
EGBERT CS,18.6,31.2,7.1,,48.7,47.7,2015,August
COVE ISLAND (AUT),18.8,26.3,13.9,,,37.0,2015,August
GODERICH,19.1,29.6,8.9,,31.4,53.5,2015,August
KINCARDINE,19.9,30.0,10.5,0.0,92.0,52.2,2015,August
SARNIA,20.2,32.4,9.1,,88.9,82.0,2015,August
SARNIA CLIMATE,20.2,32.5,9.0,,29.4,82.3,2015,August
TOBERMORY RCS,18.3,26.9,9.0,,75.6,31.9,2015,August
WROXETER,,,,0.0,131.8,,2015,August
AMHERSTBURG,22.9,33.5,14.0,0.0,71.6,94.9,2015,August
CHATHAM WPCP,22.0,31.0,13.5,0.0,22.0,60.2,2015,August
DELHI CS,19.3,30.6,6.9,,41.9,57.4,2015,August
FORT ERIE,20.6,30.5,10.5,0.0,72.4,78.9,2015,August
GRIMSBY MOUNTAIN,21.2,33.1,11.3,0.0,63.3,101.2,2015,August
HARROW CDA AUTO,20.8,31.2,10.1,,105.2,93.3,2015,August
KINGSVILLE MOE,21.0,30.0,13.0,0.0,47.6,76.6,2015,August
LONG POINT (AUT),20.7,26.8,15.2,,,86.5,2015,August
NEW GLASGOW,19.6,28.0,9.0,0.0,57.0,60.0,2015,August
PORT COLBORNE,21.0,30.5,12.0,0.0,77.1,85.7,2015,August
PORT WELLER (AUT),21.3,30.8,11.3,,40.3,104.3,2015,August
RAINHAM CENTURY FARM,19.3,28.5,9.5,0.0,36.0,37.5,2015,August
RIDGETOWN RCS,19.7,29.3,7.6,,34.3,66.7,2015,August
ST THOMAS WPCP,20.0,30.5,8.0,0.0,42.9,61.7,2015,August
TILLSONBURG NORTH,20.4,31.0,8.0,0.0,67.4,80.7,2015,August
TILLSONBURG WWTP,,,,0.0,63.3,,2015,August
VINELAND STATION RCS,20.4,32.2,11.0,,29.6,79.2,2015,August
WELLAND-PELHAM,19.5,29.6,9.3,,74.7,59.0,2015,August
WINDSOR RIVERSIDE,22.4,33.5,10.5,0.0,118.8,138.7,2015,August
WINDSOR A,21.0,32.5,9.4,0.0,69.2,102.8,2015,August
PORT COLBORNE (AUT),20.4,30.0,14.2,,,77.5,2015,August
ERIEAU (AUT),21.4,27.1,14.7,,,108.2,2015,August
POINT PELEE CS,21.4,30.7,9.7,,,110.1,2015,August
BRANTFORD AIRPORT,19.4,32.0,7.4,,41.7,59.3,2015,August
DORCHESTER,,,,0.0,56.5,,2015,August
ELORA RCS,17.6,28.8,6.4,,80.6,28.9,2015,August
FERGUS SHAND DAM,18.9,30.0,9.0,0.0,70.2,45.6,2015,August
FERGUS MOE,18.7,29.5,7.0,0.0,80.6,40.3,2015,August
FOLDENS,18.5,28.0,9.0,0.0,45.8,23.4,2015,August
GUELPH TURFGRASS,18.0,29.9,6.0,,,38.7,2015,August
KITCHENER/WATERLOO,18.6,30.8,6.2,,83.9,47.9,2015,August
LONDON A,19.2,30.0,7.4,,,55.7,2015,August
LONDON CS,19.5,30.4,8.2,,34.6,61.6,2015,August
MOUNT FOREST (AUT),18.1,28.6,7.7,,51.4,38.1,2015,August
ROSEVILLE,17.9,27.0,7.5,0.0,39.7,14.2,2015,August
STRATFORD WWTP,18.3,30.0,7.0,0.0,81.1,25.2,2015,August
STRATHROY-MULLIFARRY,19.3,30.5,6.5,0.0,66.0,56.6,2015,August
WOODSTOCK,20.6,31.5,9.0,0.0,21.0,32.3,2015,August
BELLEVILLE,20.6,29.5,12.5,0.0,55.4,68.8,2015,August
BLACKSTOCK,18.8,29.5,7.5,0.0,71.0,44.2,2015,August
BURLINGTON PIERS (AUT),20.8,31.0,14.2,,,88.5,2015,August
CENTREVILLE,20.0,30.5,9.5,0.0,53.2,61.8,2015,August
COBOURG (AUT),19.0,26.6,10.1,,85.8,44.7,2015,August
COBOURG STP,20.0,28.0,12.0,0.0,43.4,31.2,2015,August
GEORGETOWN WWTP,18.9,31.5,6.5,0.0,21.0,30.0,2015,August
HAMILTON A,19.2,30.6,8.2,0.0,42.6,53.8,2015,August
HAMILTON RBG CS,20.1,32.2,9.5,,46.7,72.2,2015,August
KALADAR,19.7,31.0,9.0,0.0,118.5,63.5,2015,August
OAKVILLE TWN,21.2,33.0,11.0,0.0,97.3,100.6,2015,August
ORANGEVILLE MOE,17.7,30.0,5.0,0.0,49.4,30.7,2015,August
OSHAWA,19.1,30.1,8.2,,79.1,48.1,2015,August
OSHAWA WPCP,19.8,29.0,10.0,0.0,82.2,62.0,2015,August
POINT PETRE (AUT),20.2,28.5,12.7,,75.0,69.1,2015,August
MONO CENTRE,18.4,29.9,8.4,,47.3,38.7,2015,August
STIRLING,,,,0.0,26.8,,2015,August
TORONTO CITY,21.1,31.6,12.9,,32.6,97.4,2015,August
TORONTO CITY CENTRE,19.8,28.9,10.6,,44.0,62.7,2015,August
TORONTO BUTTONVILLE A,20.4,32.8,9.7,0.0,74.9,78.7,2015,August
TORONTO INTL A,20.7,32.6,10.9,0.0,61.6,88.6,2015,August
TRENTON A,20.1,29.4,10.6,0.0,122.8,69.0,2015,August
UXBRIDGE WEST,18.2,30.5,7.3,,61.7,38.6,2015,August
MOUNTAINVIEW,20.4,30.6,10.0,0.0,85.6,75.4,2015,August
TORONTO NORTH YORK,20.6,32.5,9.5,0.0,93.0,82.7,2015,August
