Stn_Name,Tm,Tx,Tn,S,P,CDD,Year,Weather_Month,Fire_Month,Fires_Ontario_Total
THORNBURY 3,,,,0.0,119.7,,2015,June,July,165
UDORA,17.0,27.0,3.0,0.0,186.0,14.9,2015,June,July,165
WIARTON A,14.8,24.9,2.4,0.0,97.6,0.4,2015,June,July,165
WESTERN ISLAND (AUT),14.1,22.5,4.9,,,0.0,2015,June,July,165
BORDEN AWOS,16.2,28.9,0.3,,157.5,9.2,2015,June,July,165
EGBERT CS,16.2,27.9,2.7,,136.4,9.6,2015,June,July,165
COVE ISLAND (AUT),12.7,21.5,5.9,,,0.0,2015,June,July,165
GODERICH,16.2,25.8,3.8,,164.9,8.7,2015,June,July,165
KINCARDINE,16.3,27.0,2.5,0.0,59.8,8.9,2015,June,July,165
SARNIA,17.2,31.1,4.9,,100.4,25.6,2015,June,July,165
SARNIA CLIMATE,17.4,31.2,5.0,,131.8,28.8,2015,June,July,165
TOBERMORY RCS,14.0,23.0,4.1,,109.5,0.0,2015,June,July,165
WROXETER,,,,0.0,166.4,,2015,June,July,165
AMHERSTBURG,20.4,32.5,7.0,0.0,155.8,71.5,2015,June,July,165
CHATHAM WPCP,20.9,31.0,13.0,0.0,52.7,41.7,2015,June,July,165
DELHI CS,17.6,28.2,4.5,,128.4,29.4,2015,June,July,165
FORT ERIE,17.8,27.5,6.0,0.0,66.8,18.6,2015,June,July,165
GRIMSBY MOUNTAIN,18.0,28.3,6.4,0.0,135.8,42.1,2015,June,July,165
HARROW CDA AUTO,18.3,29.2,7.4,,88.4,21.4,2015,June,July,165
KINGSVILLE MOE,19.2,28.0,8.0,0.0,132.4,51.7,2015,June,July,165
LONG POINT (AUT),16.7,23.0,6.1,,,8.6,2015,June,July,165
NEW GLASGOW,17.8,29.0,6.0,0.0,65.5,34.0,2015,June,July,165
PORT COLBORNE,18.0,30.0,7.0,0.0,69.4,19.6,2015,June,July,165
PORT WELLER (AUT),16.6,25.9,8.2,,128.7,19.5,2015,June,July,165
RAINHAM CENTURY FARM,16.8,27.5,6.5,0.0,164.0,9.7,2015,June,July,165
RIDGETOWN RCS,18.1,29.9,5.3,,97.7,35.1,2015,June,July,165
ST THOMAS WPCP,18.4,27.5,5.5,0.0,132.0,35.7,2015,June,July,165
TILLSONBURG NORTH,18.9,28.5,5.5,0.0,169.9,47.9,2015,June,July,165
TILLSONBURG WWTP,,,,0.0,159.0,,2015,June,July,165
VINELAND STATION RCS,16.7,27.5,5.0,,96.9,28.1,2015,June,July,165
WELLAND-PELHAM,17.8,27.2,5.8,,176.2,28.6,2015,June,July,165
WINDSOR RIVERSIDE,20.6,32.5,7.0,0.0,153.2,89.6,2015,June,July,165
WINDSOR A,19.8,31.5,6.6,0.0,109.2,62.2,2015,June,July,165
PORT COLBORNE (AUT),17.3,25.8,7.0,,,13.9,2015,June,July,165
ERIEAU (AUT),17.8,26.3,8.5,,102.4,24.4,2015,June,July,165
POINT PELEE CS,18.5,28.0,4.9,,,40.0,2015,June,July,165
BRANTFORD AIRPORT,17.6,28.4,5.3,,128.6,25.7,2015,June,July,165
DORCHESTER,,,,0.0,201.9,,2015,June,July,165
ELORA RCS,16.3,26.9,3.9,,175.9,10.1,2015,June,July,165
FERGUS SHAND DAM,17.1,27.0,4.0,0.0,198.3,17.9,2015,June,July,165
FERGUS MOE,16.5,27.0,3.0,0.0,171.6,11.7,2015,June,July,165
FOLDENS,17.5,27.5,6.0,0.0,125.3,19.2,2015,June,July,165
GUELPH TURFGRASS,16.0,27.5,2.1,,,9.8,2015,June,July,165
JAMESTOWN,,,,0.0,188.6,,2015,June,July,165
KITCHENER/WATERLOO,16.6,28.5,3.2,,124.3,15.0,2015,June,July,165
LONDON A,17.7,29.6,5.6,,,24.9,2015,June,July,165
LONDON CS,18.0,29.9,6.4,,173.1,30.4,2015,June,July,165
MOUNT FOREST (AUT),16.2,26.2,1.6,,139.5,5.7,2015,June,July,165
ROSEVILLE,17.6,27.5,5.5,0.0,134.4,23.8,2015,June,July,165
STRATFORD WWTP,17.6,28.0,4.0,0.0,55.4,18.1,2015,June,July,165
STRATHROY-MULLIFARRY,18.1,30.0,5.0,0.0,188.6,33.4,2015,June,July,165
WOODSTOCK,18.0,26.5,5.5,0.0,13.6,9.6,2015,June,July,165
BELLEVILLE,17.6,28.5,6.0,0.0,150.2,21.3,2015,June,July,165
BLACKSTOCK,16.6,26.0,4.0,0.0,174.5,12.1,2015,June,July,165
BURLINGTON PIERS (AUT),16.9,27.5,7.7,,,27.9,2015,June,July,165
CENTREVILLE,17.3,26.5,3.5,0.0,182.6,23.5,2015,June,July,165
COBOURG (AUT),15.2,26.6,4.9,,193.1,5.6,2015,June,July,165
COBOURG STP,16.7,27.0,9.0,0.0,40.7,3.8,2015,June,July,165
GEORGETOWN WWTP,18.3,29.5,3.0,0.0,37.4,20.6,2015,June,July,165
HAMILTON A,17.0,28.4,5.6,0.0,145.0,20.7,2015,June,July,165
HAMILTON RBG CS,16.8,28.5,3.9,,123.1,25.5,2015,June,July,165
KALADAR,17.3,28.0,3.5,0.0,162.2,26.8,2015,June,July,165
OAKVILLE TWN,18.3,28.3,7.0,0.0,138.8,39.4,2015,June,July,165
ORANGEVILLE MOE,16.3,27.0,1.0,0.0,163.6,12.1,2015,June,July,165
OSHAWA,16.6,28.0,4.7,,179.1,14.7,2015,June,July,165
OSHAWA WPCP,16.8,28.0,5.0,0.0,210.2,13.1,2015,June,July,165
POINT PETRE (AUT),14.5,23.3,4.4,,164.3,0.0,2015,June,July,165
MONO CENTRE,16.1,27.3,4.0,,201.0,6.9,2015,June,July,165
STIRLING,,,,0.0,133.6,,2015,June,July,165
TORONTO CITY,18.1,28.5,9.5,,183.9,35.3,2015,June,July,165
TORONTO CITY CENTRE,16.8,28.4,8.4,,140.2,17.2,2015,June,July,165
TORONTO BUTTONVILLE A,17.6,30.1,7.0,0.0,153.8,24.7,2015,June,July,165
TORONTO INTL A,18.0,28.1,7.5,0.0,160.2,32.3,2015,June,July,165
TORONTO EAST YORK DUSTAN,18.2,29.0,7.5,0.0,169.7,39.8,2015,June,July,165
TRENTON A,16.9,27.5,4.4,0.0,156.9,15.7,2015,June,July,165
UXBRIDGE WEST,16.3,26.5,4.4,,173.7,6.6,2015,June,July,165
MOUNTAINVIEW,17.5,28.0,4.5,0.0,158.2,22.7,2015,June,July,165
TORONTO NORTH YORK,17.9,28.0,5.5,0.0,172.6,32.0,2015,June,July,165
COE HILL,15.8,26.0,2.5,0.0,71.0,9.9,2015,June,July,165
HALIBURTON 3,15.4,25.5,1.5,0.0,108.9,5.8,2015,June,July,165
PETERBOROUGH,16.3,27.0,2.6,,162.3,15.1,2015,June,July,165
PETERBOROUGH TRENT U,16.3,27.0,8.7,,14.9,3.1,2015,June,July,165
SONYA SUNDANCE MEADOWS,,,,0.0,205.4,,2015,June,July,165
TAPLEY,,,,0.0,173.9,,2015,June,July,165
BANCROFT AUTO,14.8,26.6,-0.6,,83.1,3.3,2015,June,July,165
ATTAWAPISKAT A,15.5,33.0,2.2,,,23.8,2018,July,August,300
BIG TROUT LAKE A,16.9,29.2,6.4,,26.6,33.3,2018,July,August,300
BIG TROUT LAKE,16.9,29.3,4.6,,207.2,34.1,2018,July,August,300
EAR FALLS (AUT),19.3,32.5,8.6,,28.8,48.1,2018,July,August,300
FORT SEVERN A,13.2,30.6,2.1,,72.9,9.5,2018,July,August,300
LANSDOWNE HOUSE (AUT),18.1,32.3,5.8,,147.3,44.2,2018,July,August,300
PEAWANUCK (AUT),13.4,31.2,-1.2,,61.6,11.6,2018,July,August,300
PICKLE LAKE (AUT),19.3,32.7,6.7,,97.7,60.1,2018,July,August,300
PICKLE LAKE A,,32.4,,,,,2018,July,August,300
RED LAKE A,,32.8,,,,,2018,July,August,300
SANDY LAKE A,19.9,27.5,12.2,,,1.9,2018,July,August,300
BARWICK,20.1,31.0,5.0,0.0,75.1,74.2,2018,July,August,300
ATIKOKAN (AUT),19.0,31.1,7.5,,107.4,48.4,2018,July,August,300
FORT FRANCES RCS,18.5,31.5,3.9,,50.9,39.3,2018,July,August,300
MINE CENTRE SOUTHWEST,20.0,31.0,8.5,0.0,45.7,64.6,2018,July,August,300
DRYDEN REGIONAL,20.3,31.8,8.8,,19.4,58.6,2018,July,August,300
KENORA RCS,20.4,31.3,10.3,,29.7,77.5,2018,July,August,300
KENORA A,20.7,31.1,11.1,0.0,35.7,86.7,2018,July,August,300
RAWSON LAKE,18.2,28.0,10.0,0.0,31.1,30.9,2018,July,August,300
RAWSON LAKE (AUT),20.0,31.2,9.9,,5.4,46.6,2018,July,August,300
ROYAL ISLAND (AUT),22.0,31.6,13.3,,,123.2,2018,July,August,300
SIOUX LOOKOUT A,19.0,32.0,6.5,,,48.8,2018,July,August,300
ARMSTRONG (AUT),18.6,31.9,4.3,,87.5,44.0,2018,July,August,300
CAMERON FALLS (AUT),18.1,31.7,6.6,,69.8,25.4,2018,July,August,300
CARIBOU ISLAND (AUT),13.0,21.0,6.1,,,0.0,2018,July,August,300
GERALDTON A,18.4,29.8,5.8,0.0,92.3,39.7,2018,July,August,300
HAZELWOOD,,,,0.0,76.1,,2018,July,August,300
PUKASKWA (AUT),14.4,28.6,4.1,,43.6,4.8,2018,July,August,300
TERRACE BAY AIRPORT,16.0,26.4,6.2,,29.9,2.5,2018,July,August,300
THUNDER BAY,19.3,32.3,7.8,,44.9,38.7,2018,July,August,300
THUNDER BAY BURWOOD,20.1,32.0,10.0,0.0,43.2,42.8,2018,July,August,300
THUNDER BAY CS,18.9,32.3,7.2,,70.9,43.8,2018,July,August,300
UPSALA (AUT),18.1,30.3,6.8,,95.2,27.4,2018,July,August,300
WELCOME ISLAND (AUT),17.5,25.8,9.6,,,17.8,2018,July,August,300
LITTLE FLATLAND ISLAND (AUT),18.6,29.1,10.5,,,34.9,2018,July,August,300
LAKE SUPERIOR PROVINCIAL PARK,17.1,28.8,3.9,,39.0,20.8,2018,July,August,300
SAULT STE MARIE A,19.3,33.0,4.5,0.0,44.2,59.6,2018,July,August,300
WAWA A,,27.4,,,,,2018,July,August,300
KILLARNEY (AUT),20.5,28.3,13.2,,,78.0,2018,July,August,300
CHAPLEAU A,,31.5,,,,,2018,July,August,300
MASSEY,20.5,31.5,5.0,0.0,43.0,83.7,2018,July,August,300
MONETVILLE 2,22.7,33.0,9.5,0.0,50.6,103.8,2018,July,August,300
SUDBURY CLIMATE,20.7,32.8,5.9,,76.5,84.5,2018,July,August,300
SUDBURY A,20.9,32.2,6.1,0.0,71.4,78.9,2018,July,August,300
BONNER LAKE,20.4,33.0,5.0,0.0,28.8,89.0,2018,July,August,300
EARLTON A,20.1,33.4,5.8,,82.3,65.5,2018,July,August,300
EARLTON CLIMATE,20.4,33.6,6.2,,78.8,81.8,2018,July,August,300
KAPUSKASING A,20.4,33.2,6.6,0.0,22.8,87.4,2018,July,August,300
KAPUSKASING CDA ON,19.9,32.3,6.2,,26.2,78.0,2018,July,August,300
KIRKLAND LAKE CS,20.5,32.3,6.8,,81.3,91.3,2018,July,August,300
MOOSONEE,18.1,33.4,3.3,,,46.9,2018,July,August,300
MOOSONEE UA,18.2,31.0,6.0,0.0,18.2,29.6,2018,July,August,300
MOOSONEE RCS,18.2,33.9,5.6,,60.7,47.7,2018,July,August,300
NAGAGAMI (AUT),19.2,31.2,5.0,,116.6,60.3,2018,July,August,300
OGOKI POST A,18.8,31.5,5.2,,50.1,35.4,2018,July,August,300
TIMMINS CLIMATE,20.0,32.4,2.8,,55.1,81.9,2018,July,August,300
TIMMINS A,19.9,32.5,2.3,,,80.8,2018,July,August,300
ALGONQUIN PARK EAST GATE,19.4,33.7,4.9,,72.3,62.2,2018,July,August,300
NORTH BAY A,20.9,32.1,6.3,,25.1,99.7,2018,July,August,300
NORTH BAY AIRPORT,20.9,32.0,7.6,,30.0,91.8,2018,July,August,300
GORE BAY CLIMATE,21.2,30.6,9.5,,6.4,74.5,2018,July,August,300
GREAT DUCK ISLAND (AUT),19.6,27.2,12.8,,,52.0,2018,July,August,300
APPLETON,22.3,35.0,7.5,0.0,147.2,134.4,2018,July,August,300
BROCKVILLE CLIMATE,22.2,34.0,7.8,,126.5,132.0,2018,July,August,300
BROCKVILLE PCC,22.7,35.0,11.5,0.0,57.2,131.7,2018,July,August,300
CHALK RIVER AECL,22.6,36.5,10.0,0.0,77.4,93.4,2018,July,August,300
CORNWALL,24.5,35.5,11.5,0.0,59.2,202.8,2018,July,August,300
DRUMMOND CENTRE,22.3,35.0,7.5,0.0,106.2,132.9,2018,July,August,300
HARTINGTON IHD,22.7,33.0,9.5,0.0,69.8,147.2,2018,July,August,300
KEMPTVILLE CS,22.7,34.4,8.2,,59.3,146.2,2018,July,August,300
KINGSTON CLIMATE,21.8,31.1,9.6,,57.4,119.0,2018,July,August,300
LYNDHURST SHAWMERE,23.0,34.5,10.5,0.0,92.7,136.2,2018,July,August,300
MOOSE CREEK WELLS,21.5,34.1,5.2,,62.4,114.5,2018,July,August,300
OMPAH-SEITZ,22.3,34.0,9.5,0.0,156.4,133.2,2018,July,August,300
OTTAWA CDA,23.4,35.5,10.0,0.0,154.8,168.6,2018,July,August,300
OTTAWA CDA RCS,23.1,35.3,9.8,,153.2,157.9,2018,July,August,300
OTTAWA INTL A,23.1,36.0,9.6,0.0,180.8,156.9,2018,July,August,300
PEMBROKE CLIMATE,21.1,35.6,6.9,,64.2,98.8,2018,July,August,300
PETAWAWA AWOS 2,22.0,36.2,7.8,,65.0,90.8,2018,July,August,300
ST. ALBERT,22.5,34.0,7.5,0.0,76.2,141.9,2018,July,August,300
PETAWAWA HOFFMAN,23.3,37.5,9.0,0.0,71.2,164.3,2018,July,August,300
BALDWIN,21.3,34.5,7.5,0.0,86.6,103.7,2018,July,August,300
BARRIE LANDFILL,22.4,35.0,12.0,0.0,60.0,61.3,2018,July,August,300
BEATRICE CLIMATE,19.5,33.9,4.9,,57.0,61.3,2018,July,August,300
COLDWATER WARMINSTER,22.1,34.0,10.0,0.0,95.2,129.4,2018,July,August,300
COLLINGWOOD,21.4,35.2,10.7,,102.3,108.9,2018,July,August,300
LAGOON CITY,21.4,33.4,10.6,,,106.7,2018,July,August,300
MARKDALE,20.8,33.5,5.5,0.0,46.4,93.7,2018,July,August,300
MUSKOKA,20.4,35.2,5.7,,39.2,65.7,2018,July,August,300
NIPISSING,,,,0.0,23.8,,2018,July,August,300
ORILLIA BRAIN,22.5,35.0,11.0,0.0,125.0,141.4,2018,July,August,300
PARRY SOUND CCG,21.9,32.2,11.6,,7.3,118.8,2018,July,August,300
SHANTY BAY,21.9,35.0,8.0,0.0,64.2,122.8,2018,July,August,300
BARRIE-ORO,20.1,33.2,7.4,,64.6,73.5,2018,July,August,300
SPRUCEDALE,,,,0.0,40.0,,2018,July,August,300
THORNBURY 3,,,,0.0,85.9,,2018,July,August,300
UDORA,21.9,34.5,9.0,0.0,129.9,121.2,2018,July,August,300
WIARTON A,20.3,34.2,7.6,0.0,30.8,81.4,2018,July,August,300
WESTERN ISLAND (AUT),21.1,31.2,15.1,,,98.2,2018,July,August,300
BORDEN AWOS,21.0,36.3,6.1,,26.5,46.3,2018,July,August,300
EGBERT CS,20.8,34.8,8.2,,79.7,96.5,2018,July,August,300
COVE ISLAND (AUT),19.7,28.8,14.0,,,54.0,2018,July,August,300
GODERICH,20.3,32.7,8.1,,81.7,85.0,2018,July,August,300
KINCARDINE,21.8,33.5,8.5,0.0,25.8,58.8,2018,July,August,300
SARNIA,22.0,32.8,12.4,,104.8,107.6,2018,July,August,300
SARNIA CLIMATE,21.7,33.1,9.8,,91.2,116.0,2018,July,August,300
TOBERMORY RCS,20.0,31.2,10.2,,29.1,62.1,2018,July,August,300
WROXETER,,,,0.0,93.6,,2018,July,August,300
AMHERSTBURG,24.1,35.5,12.0,0.0,63.7,188.8,2018,July,August,300
CHATHAM WPCP,24.3,33.0,14.5,0.0,0.3,18.8,2018,July,August,300
DELHI CS,21.3,32.9,8.1,,106.5,97.8,2018,July,August,300
FORT ERIE,23.7,33.5,11.0,0.0,59.0,164.0,2018,July,August,300
GRIMSBY MOUNTAIN,23.7,35.0,13.0,0.0,67.1,175.3,2018,July,August,300
HARROW CDA AUTO,22.6,33.0,12.2,,30.2,139.2,2018,July,August,300
KINGSVILLE MOE,23.4,31.0,14.0,0.0,49.8,162.0,2018,July,August,300
LONG POINT (AUT),23.2,30.3,16.8,,,162.4,2018,July,August,300
NEW GLASGOW,21.0,30.0,10.0,0.0,66.0,45.5,2018,July,August,300
PORT COLBORNE,23.5,34.0,14.0,0.0,56.3,142.3,2018,July,August,300
PORT WELLER (AUT),23.9,34.0,14.9,,46.6,183.9,2018,July,August,300
RIDGETOWN RCS,21.8,34.0,9.0,,90.7,114.6,2018,July,August,300
RIDGEVILLE,23.5,33.0,13.0,0.0,39.5,141.8,2018,July,August,300
ST THOMAS WPCP,22.1,33.0,9.0,0.0,108.6,127.5,2018,July,August,300
TILLSONBURG WWTP,,,,0.0,59.0,,2018,July,August,300
VINELAND STATION RCS,23.3,35.1,14.1,,71.7,153.6,2018,July,August,300
WELLAND-PELHAM,22.0,32.3,12.0,,30.1,103.2,2018,July,August,300
WINDSOR RIVERSIDE,24.6,36.5,13.5,0.0,38.5,204.0,2018,July,August,300
WINDSOR A,23.3,34.5,13.4,0.0,42.8,163.3,2018,July,August,300
PORT COLBORNE (AUT),22.6,30.7,15.2,,,143.0,2018,July,August,300
POINT PELEE CS,22.9,33.1,12.2,,,146.2,2018,July,August,300
BRANTFORD AIRPORT,21.5,32.8,8.4,,63.1,107.7,2018,July,August,300
ELORA RCS,20.1,32.0,7.0,,38.7,73.5,2018,July,August,300
FERGUS SHAND DAM,21.2,32.0,10.0,0.0,58.9,101.3,2018,July,August,300
FERGUS MOE,21.1,33.0,9.0,0.0,50.9,89.9,2018,July,August,300
GUELPH TURFGRASS,20.4,33.0,7.7,,,80.7,2018,July,August,300
KITCHENER/WATERLOO,20.8,33.5,7.2,,72.0,89.3,2018,July,August,300
LONDON A,20.8,32.2,8.6,,,91.5,2018,July,August,300
LONDON CS,21.4,32.5,9.4,,110.4,106.9,2018,July,August,300
MOUNT FOREST (AUT),20.1,32.7,7.8,,76.2,76.7,2018,July,August,300
ROSEVILLE,21.2,32.0,9.0,0.0,52.1,86.5,2018,July,August,300
STRATHROY-MULLIFARRY,21.5,34.0,7.5,0.0,59.4,106.8,2018,July,August,300
WOODSTOCK,21.1,34.0,8.5,0.0,3.0,27.7,2018,July,August,300
BELLEVILLE,24.3,33.0,14.5,0.0,31.4,188.9,2018,July,August,300
BURLINGTON PIERS (AUT),23.2,32.8,16.2,,,156.9,2018,July,August,300
CENTREVILLE,23.0,34.5,8.5,0.0,56.8,149.7,2018,July,August,300
COBOURG (AUT),21.2,28.6,12.4,,24.6,99.2,2018,July,August,300
COBOURG STP,21.6,31.0,12.0,0.0,10.5,61.3,2018,July,August,300
GEORGETOWN WWTP,22.1,35.0,9.0,0.0,48.8,62.1,2018,July,August,300
HAMILTON A,22.0,32.7,9.7,0.0,50.4,123.5,2018,July,August,300
HAMILTON RBG CS,20.8,32.0,10.3,,51.7,91.0,2018,July,August,300
OAKVILLE TWN,23.8,35.0,13.5,0.0,66.9,180.8,2018,July,August,300
OSHAWA,21.9,32.5,11.4,,65.9,92.7,2018,July,August,300
OSHAWA WPCP,23.4,31.0,13.0,0.0,71.2,161.1,2018,July,August,300
PA KING CITY,21.4,33.1,11.1,,,109.3,2018,July,August,300
POINT PETRE (AUT),21.7,29.8,9.4,,56.9,112.2,2018,July,August,300
MONO CENTRE,20.5,31.8,8.5,,111.9,82.0,2018,July,August,300
TORONTO CITY,23.4,33.0,14.6,,46.8,134.0,2018,July,August,300
TORONTO CITY CENTRE,22.9,31.0,15.6,,55.9,152.2,2018,July,August,300
TORONTO BUTTONVILLE A,22.5,34.4,12.6,0.0,118.2,138.8,2018,July,August,300
TORONTO INTL A,23.4,34.3,13.4,0.0,64.0,167.8,2018,July,August,300
TRENTON A,22.2,32.0,10.4,0.0,26.1,120.9,2018,July,August,300
UXBRIDGE WEST,20.6,33.1,8.8,,145.0,88.1,2018,July,August,300
MOUNTAINVIEW,23.2,33.0,9.5,0.0,67.6,155.9,2018,July,August,300
TORONTO NORTH YORK,22.9,34.5,10.5,0.0,87.6,151.4,2018,July,August,300
HALIBURTON 3,20.4,33.5,6.5,0.0,63.6,84.3,2018,July,August,300
PETERBOROUGH A,20.7,32.6,7.0,,37.1,86.8,2018,July,August,300
PETERBOROUGH TRENT U,21.8,33.4,9.4,,59.6,118.6,2018,July,August,300
SONYA SUNDANCE MEADOWS,,,,0.0,152.3,,2018,July,August,300
TAPLEY,,,,0.0,98.3,,2018,July,August,300
BANCROFT AUTO,19.4,33.6,5.0,,126.8,63.9,2018,July,August,300
ATTAWAPISKAT A,10.3,28.6,-2.1,,,3.1,2018,June,July,524
BIG TROUT LAKE A,15.4,30.7,-1.4,,,21.2,2018,June,July,524
BIG TROUT LAKE,15.6,30.7,-1.1,,17.1,22.1,2018,June,July,524
EAR FALLS (AUT),19.3,31.2,6.1,,36.6,33.7,2018,June,July,524
FORT SEVERN A,8.3,29.7,-4.3,,23.8,1.2,2018,June,July,524
LANSDOWNE HOUSE (AUT),15.5,30.1,-0.4,,32.9,33.8,2018,June,July,524
MUSKRAT DAM,12.7,27.8,2.0,,37.4,1.7,2018,June,July,524
PEAWANUCK (AUT),8.8,28.6,-3.7,,58.5,3.4,2018,June,July,524
PICKLE LAKE (AUT),17.0,31.1,1.0,,45.2,40.8,2018,June,July,524
PICKLE LAKE A,,31.1,,,,,2018,June,July,524
RED LAKE A,,35.3,,,,,2018,June,July,524
BARWICK,18.1,30.5,4.0,0.0,98.2,43.3,2018,June,July,524
ATIKOKAN (AUT),16.8,30.1,2.3,,58.4,22.6,2018,June,July,524
FORT FRANCES RCS,17.9,30.1,5.1,,41.5,27.2,2018,June,July,524
MINE CENTRE SOUTHWEST,17.8,30.0,2.5,0.0,121.6,35.4,2018,June,July,524
DRYDEN REGIONAL,19.6,30.7,6.9,,42.7,45.1,2018,June,July,524
KENORA RCS,18.5,30.3,6.7,,143.0,53.7,2018,June,July,524
KENORA A,18.8,30.1,6.7,0.0,128.4,60.1,2018,June,July,524
RAWSON LAKE,16.7,24.0,6.0,0.0,47.9,16.0,2018,June,July,524
RAWSON LAKE (AUT),16.4,28.0,5.9,,21.8,12.3,2018,June,July,524
ROYAL ISLAND (AUT),19.5,30.5,9.3,,,74.9,2018,June,July,524
SIOUX LOOKOUT A,17.0,30.9,-0.2,,,33.3,2018,June,July,524
ARMSTRONG (AUT),15.0,29.9,1.0,,83.0,5.2,2018,June,July,524
CAMERON FALLS (AUT),14.4,28.1,2.8,,63.1,4.2,2018,June,July,524
CARIBOU ISLAND (AUT),9.3,19.4,3.5,,,0.0,2018,June,July,524
GERALDTON A,15.0,27.7,0.8,0.0,66.1,8.3,2018,June,July,524
HAZELWOOD,,,,0.0,86.4,,2018,June,July,524
PUKASKWA (AUT),12.8,25.8,1.6,,60.0,0.9,2018,June,July,524
THUNDER BAY,15.2,31.0,1.7,,87.5,6.0,2018,June,July,524
THUNDER BAY BURWOOD,15.6,31.5,3.0,0.0,19.3,8.3,2018,June,July,524
THUNDER BAY CS,14.7,31.5,1.2,,79.2,5.4,2018,June,July,524
UPSALA (AUT),15.3,27.9,0.6,,58.8,5.6,2018,June,July,524
WELCOME ISLAND (AUT),13.4,24.0,4.5,,,0.8,2018,June,July,524
LITTLE FLATLAND ISLAND (AUT),13.0,24.9,2.6,,,0.9,2018,June,July,524
LAKE SUPERIOR PROVINCIAL PARK,14.6,28.2,2.2,,48.0,9.2,2018,June,July,524
SAULT STE MARIE A,15.1,30.7,0.6,0.0,48.6,17.1,2018,June,July,524
